,IDU,i_mutli_crit
457,31033AB0030,0.1400567442263876
458,31033AB0022,0.14507185555917304
459,31033AB0023,0.143843877414942
460,31033AB0029,0.14065698862701118
461,31033AB0039,0.13946170690826598
462,31033AB0040,0.1394472027129046
463,31033AB0031,0.13998984409729281
464,31033AB0032,0.13988187243274536
465,31033AB0035,0.14211901704334465
466,31033AB0028,0.1492078180964874
467,31033AB0051,0.1426852009753593
468,31033AB0044,0.13945835599670975
469,31033AB0014,0.14268136391344033
470,31033AB0004,0.14278644743690272
471,31033AB0013,0.14508713768202328
472,31033AB0059,0.14086205095872728
473,31033AB0011,0.14003008878954828
474,31033AB0008,0.14011874524368986
475,31033AB0002,0.14486905777354556
476,31033AB0009,0.14014162234780023
477,31033AB0010,0.13995658749098158
478,31033AB0062,0.14327629932774943
479,31033AB0075,0.1423433165291277
480,31033AB0056,0.14239433000832905
481,31033AB0055,0.14210213775481748
482,31033AB0001,0.1448754359832367
483,31033AB0061,0.1447693401077169
484,31033AB0064,0.14528832817822798
485,31033AB0076,0.1487040831890472
486,31033AB0054,0.14317613570825624
487,31033AB0053,0.14766000218073036
488,31033AB0057,0.1437579183624973
489,31033AB0052,0.14717192613464253
490,31033AB0050,0.1402003772618761
491,31033AB0049,0.14029958179829224
492,31033AB0046,0.14042065786719082
493,31033AB0058,0.14452921031760463
494,31033AB0060,0.1484280840588854
495,31033AB0038,0.15907681475517244
496,31033AB0043,0.1402931679022436
497,31033AB0042,0.14243897758071258
498,31033AB0041,0.15741105870222152
499,31033AB0047,0.1432054166647933
500,31033AB0048,0.14044402128429465
501,31033AC0137,0.1437893773851086
502,31033AC0143,0.14359150955491504
503,31033AC0144,0.1420941659921769
504,31033AC0044,0.14105837178679456
505,31033AC0041,0.14138504839483151
506,31033AC0040,0.14124403182289424
507,31033AC0039,0.14118624258960988
508,31033AC0042,0.14112048676000896
509,31033AC0046,0.14132985551212693
510,31033AC0045,0.1411383945286587
511,31033AC0049,0.14128075624171257
512,31033AC0050,0.14142361512957735
513,31033AC0038,0.14130514212210227
514,31033AC0043,0.14116774450692346
515,31033AC0075,0.1416287285299052
516,31033AC0073,0.14173891773050917
517,31033AC0074,0.14136232989804282
518,31033AC0047,0.1485418660283469
519,31033AC0048,0.14145332475962463
520,31033AC0052,0.14123394915004223
521,31033AC0051,0.14226838577149728
522,31033AC0072,0.14099865545408108
523,31033AC0078,0.14143870656297913
524,31033AC0079,0.1415021139469596
525,31033AC0081,0.1414763378393264
526,31033AC0054,0.1415088535713366
527,31033AC0055,0.14140057717352855
528,31033AC0056,0.141291290973761
529,31033AC0057,0.14152944754004398
530,31033AC0058,0.14129804290951573
531,31033AC0059,0.1414156671097009
532,31033AC0063,0.14207874244631272
533,31033AC0066,0.1411912948893237
534,31033AC0065,0.14127474014280345
535,31033AC0070,0.14104110704727352
536,31033AC0069,0.14111712264630977
537,31033AC0076,0.15173286471695663
538,31033AC0071,0.1422468203277769
539,31033AC0064,0.1439800166642846
540,31033AC0109,0.14420845224988482
541,31033AC0036,0.14270352808418357
542,31033AC0035,0.1417530309613386
543,31033AC0037,0.14202000046145155
544,31033AC0029,0.14188620805349883
545,31033AC0032,0.14187637002019965
546,31033AC0031,0.14194937127276336
547,31033AC0030,0.14193732631489556
548,31033AC0033,0.1415244606574171
549,31033AC0034,0.1416893621489553
550,31033AC0060,0.14161638998078302
551,31033AC0061,0.14217092320503552
552,31033AC0062,0.1421650832791006
553,31033AC0028,0.1422699583621228
554,31033AC0027,0.14207152070763257
555,31033AC0026,0.14218907276706733
556,31033AC0025,0.14260177582740122
557,31033AC0019,0.1414875723387863
558,31033AC0018,0.14155178621028794
559,31033AC0017,0.14233692307095086
560,31033AC0020,0.14137851063613685
561,31033AC0021,0.14150253528641304
562,31033AC0022,0.14150592961837988
563,31033AC0023,0.14157753570785817
564,31033AC0024,0.14241311146633276
565,31033AC0014,0.14332856475554626
566,31033AC0013,0.1422036157950906
567,31033AC0012,0.14201595023873564
568,31033AC0009,0.14215261914127988
569,31033AC0189,0.14303973239935508
570,31033AC0190,0.14309425392757835
571,31033AC0192,0.14208789067091884
572,31033AC0015,0.1420438297258812
573,31033AC0016,0.14227034620170276
574,31033AC0185,0.14128687821799477
575,31033AC0186,0.1412061284718724
576,31033AC0008,0.14161060797017103
577,31033AC0005,0.1426298291010719
578,31033AC0006,0.14235258060922076
579,31033AC0010,0.14218269119420515
580,31033AC0007,0.14159148902692853
581,31033AC0191,0.1522019339984299
582,31033AC0194,0.14215907835556732
583,31033AC0149,0.14157720840029822
584,31033AC0151,0.14101891492353047
585,31033AC0115,0.14122915165301067
586,31033AC0113,0.14284702077728348
587,31033AC0114,0.14095897902851828
588,31033AC0112,0.14274119542937905
589,31033AC0111,0.14148072104409876
590,31033AC0193,0.14268895039989618
591,31033AC0110,0.140762792796899
592,31033AC0181,0.14149599944820002
593,31033AC0182,0.141531413070962
594,31033AC0183,0.1415345893153663
595,31033AC0184,0.1414021854417244
596,31033AC0196,0.1423835123589747
597,31033AC0197,0.1424937894162558
598,31033AC0003,0.1414154656625392
599,31033AC0002,0.1456894323073524
600,31033AC0198,0.14312376558578171
601,31033AC0204,0.14196198300298324
602,31033AC0131,0.14126373078471277
603,31033AC0132,0.14369482278856907
604,31033AC0130,0.14248479670299716
605,31033AC0129,0.14226487205293178
606,31033AC0128,0.1423582424612047
607,31033AC0116,0.14347202133230713
608,31033AC0107,0.14457597071477027
609,31033AC0106,0.15001737958289352
610,31033AC0148,0.14270794226739983
611,31033AC0140,0.14286505952353612
612,31033AC0139,0.1424386417870356
613,31033AC0135,0.142499934941161
614,31033AC0134,0.14241234018037827
615,31033AC0141,0.14390781757403262
616,31033AC0142,0.14199846548903874
617,31033AC0108,0.1469299713298103
618,31033AC0136,0.14230091456943306
619,31033AC0133,0.14294519094076147
620,31033AC0155,0.14451078068977577
621,31033AC0170,0.14183339925153232
622,31033AC0169,0.14679661057150867
623,31033AC0001,0.14759956875035546
624,31033AC0187,0.14244651214146675
625,31033AC0188,0.14428376101904286
626,31033AC0172,0.142606743317107
627,31033AC0127,0.1433580617724952
628,31033AC0126,0.15321294954542786
629,31033AC0077,0.14704618773139128
630,31033AC0082,0.1430450126403595
631,31033AD0176,0.13882898231714838
632,31033AD0159,0.13899977123597942
633,31033AD0157,0.13863399903209964
634,31033AD0156,0.1396020394283075
635,31033AD0139,0.13963065091360594
636,31033AD0140,0.14023476016899905
637,31033AD0141,0.1474642088146132
638,31033AD0137,0.1433342397327457
639,31033AD0125,0.14654790653341473
640,31033AD0123,0.1430947352945333
641,31033AD0126,0.14256311360976992
642,31033AD0143,0.1418988233823836
643,31033AD0148,0.141403486916893
644,31033AD0146,0.13968440966829465
645,31033AD0147,0.1395498814681756
646,31033AD0145,0.14064202490490957
647,31033AD0144,0.14037236880162582
648,31033AD0150,0.14135321037867904
649,31033AD0152,0.13964707041871646
650,31033AD0151,0.13931978393757855
651,31033AD0154,0.14309307688094622
652,31033AD0136,0.15272779346276047
653,31033AD0129,0.14376356751374914
654,31033AD0132,0.1458177455527598
655,31033AD0120,0.14622460158757866
656,31033AD0121,0.14812997742088402
657,31033AD0130,0.14688575482695881
658,31033AD0127,0.14364804109592053
659,31033AD0158,0.14162518732589324
660,31033AD0160,0.14563993916282622
661,31033AD0142,0.1553511297422526
662,31033AD0149,0.1409314845325479
663,31033AD0161,0.14333581918837096
664,31033AD0162,0.13999729948147183
665,31033AD0153,0.1424054862172091
666,31033AD0164,0.14623105489595273
667,31033AD0163,0.17558575036675067
668,31033AD0064,0.14240837322572367
669,31033AD0085,0.14199247237324972
670,31033AD0089,0.1411061891564999
671,31033AD0080,0.14374454694333752
672,31033AD0075,0.14388652730351292
673,31033AD0076,0.14081502968159013
674,31033AD0078,0.1423043171230411
675,31033AD0077,0.1418792327657926
676,31033AD0081,0.14644395133678334
677,31033AD0084,0.14152470950742418
678,31033AD0065,0.14535018980167055
679,31033AD0082,0.14114640060031453
680,31033AD0086,0.1407449147453492
681,31033AD0067,0.14139785387217388
682,31033AD0068,0.14139861523839725
683,31033AD0069,0.1412483634453851
684,31033AD0070,0.1423668734294578
685,31033AD0091,0.14349994850551023
686,31033AD0170,0.14314749088149878
687,31033AD0072,0.14343542580442048
688,31033AD0066,0.14661826306806192
689,31033AD0092,0.1426607821066628
690,31033AD0090,0.14125791059182372
691,31033AD0073,0.14207584778886406
692,31033AD0168,0.14143559330875938
693,31033AD0074,0.14157700644284385
694,31033AD0133,0.14421508175252215
695,31033AD0119,0.16094965606182443
696,31033AD0117,0.1477197492642279
697,31033AD0095,0.16590661004027576
698,31033AD0096,0.1775043125397051
699,31033AD0061,0.1483745256609217
700,31033AD0062,0.14719846630565506
701,31033AD0032,0.14720078501069897
702,31033AD0034,0.14501513280512976
703,31033AD0039,0.1430289568065201
704,31033AD0015,0.14525130524403881
705,31033AD0038,0.15274804992332996
706,31033AD0014,0.17032861066145444
707,31033AE0013,0.1457994630901247
708,31033AE0085,0.1417699762994418
709,31033AE0083,0.137983568070463
710,31033AE0087,0.14918533746344978
711,31033AE0078,0.14418776549885362
712,31033AE0077,0.1425528445455488
713,31033AE0076,0.148194584037478
714,31033AE0074,0.14429953068226073
715,31033AE0075,0.14225935551628144
716,31033AE0099,0.1444864278735648
717,31033AE0100,0.1394640358566866
718,31033AE0101,0.14029856286907522
719,31033AE0102,0.1402374870858574
720,31033AE0103,0.14033795072115784
721,31033AE0093,0.14103510307510028
722,31033AE0082,0.16128196670598885
723,31033AE0081,0.14889190043220768
724,31033AE0080,0.14289052879707492
725,31033AE0079,0.14418968979179922
726,31033AE0058,0.1437201641601754
727,31033AE0065,0.14100352818076606
728,31033AE0064,0.13948949718236023
729,31033AE0061,0.13996065757737458
730,31033AE0094,0.1444390107641238
731,31033AE0097,0.14827762564904623
732,31033AE0104,0.1405838994001972
733,31033AE0105,0.1415171607399314
734,31033AE0098,0.14672423025124964
735,31033AE0055,0.15008390808231134
736,31033AE0095,0.17021066112131433
737,31033AE0132,0.1384212470892506
738,31033AE0115,0.1416814131523467
739,31033AE0119,0.1418289569764955
740,31033AE0120,0.14443636045947703
741,31033AE0123,0.1381691175375168
742,31033AE0133,0.1393466018382815
743,31033AE0125,0.13816439088291046
744,31033AE0126,0.13853385802461038
745,31033AE0127,0.13865499192246822
746,31033AE0128,0.13876012566492438
747,31033AE0121,0.1405524730611366
748,31033AE0117,0.14554690799030165
749,31033AE0110,0.14378691989963346
750,31033AE0113,0.14199072923101394
751,31033AE0116,0.14514637796587518
752,31033AE0111,0.14871236252812114
753,31033AE0109,0.14284131706232991
754,31033AE0108,0.14285208273904945
755,31033AE0107,0.14296592787289314
756,31033AE0106,0.13931196227331175
757,31033AE0161,0.1615027850943516
758,31033AE0112,0.14342222169298546
759,31033AE0148,0.1383851587064111
760,31033AE0129,0.13874255472748764
761,31033AE0130,0.13869737490685838
762,31033AE0131,0.13850611573123095
763,31033AE0177,0.1395768968664023
764,31033AE0150,0.15598656267773686
765,31033AE0151,0.14060594989331282
766,31033AE0171,0.14937415334340762
767,31033AE0147,0.17053356666664296
768,31033AE0155,0.16296939935030172
769,31033AE0153,0.17105450306590336
770,31033AE0152,0.16842502697138517
771,31033AE0173,0.13961493527529478
772,31033AE0172,0.13962328330207657
773,31033AE0068,0.13953545707563117
774,31033AE0059,0.1414020145727819
775,31033AE0073,0.15102405752171222
776,31033AE0071,0.14164566847502985
777,31033AE0057,0.1422871261441957
778,31033AE0066,0.1396836109527692
779,31033AE0067,0.13950780368000323
780,31033AE0021,0.14065853992361188
781,31033AE0060,0.14286193066544942
782,31033AE0052,0.14413471882082646
783,31033AE0070,0.1423191572722447
784,31033AE0072,0.165215399019729
785,31033AE0063,0.14450205444895375
786,31033AE0062,0.1428833735413604
787,31033AE0040,0.14140187946001143
788,31033AE0041,0.14178064156554934
789,31033AE0027,0.1460671638969152
790,31033AE0043,0.14171383912138188
791,31033AE0028,0.14114700917060324
792,31033AE0180,0.14176990560833774
793,31033AE0035,0.14171072148923497
794,31033AE0036,0.1429814499013896
795,31033AE0037,0.14406074185150455
796,31033AE0038,0.1435298769999448
